service_id,operator_name_en,best_brta_route_id,brta_route_code_en,brta_route_name_en,brta_origin_name_en,brta_destination_name_en,common_stop_count,service_coverage,brta_route_coverage,match_score,match_quality,verified,recommended_action,warning
SVC0001,Achim Paribahan,BRTA_A_320_NO,A-320 No.,Zoo to Jatrabari,Zoo,Jatrabari,8,0.296,0.5,0.398,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0123,Shadhin Express,BRTA_A_458_NO,A-458 No.,Mirpur-12 to Motijheel,Mirpur-12,Motijheel,7,0.28,0.636,0.458,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0124,Shahria Enterprise,BRTA_A_115_NO,A-115 No.,Mirpur-1 (Boishakhi Super Market) to Jatrabari,Mirpur-1,Jatrabari,9,0.346,0.6,0.473,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0125,Shatabdi,BRTA_A_380_NO,A-380 No.,Signboard to Fantasy Kingdom,Signboard,Fantasy Kingdom,12,0.545,0.667,0.606,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0126,Shikhor Paribahan,BRTA_A_458_NO,A-458 No.,Mirpur-12 to Motijheel,Mirpur-12,Motijheel,9,0.409,0.818,0.614,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0127,Shikhor Paribahan,BRTA_A_458_NO,A-458 No.,Mirpur-12 to Motijheel,Mirpur-12,Motijheel,9,0.391,0.818,0.605,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0128,Suveccha,BRTA_A_441_NO,A-441 No.,Nandan Park to Narayanganj Chasara,Nandan Park,Narayanganj Chasara,9,0.265,0.818,0.541,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0129,Suvojatra Bus,BRTA_A_224_NO,A-224 No.,Fulbaria to Paturia,Fulbaria,Paturia,10,0.417,0.909,0.663,high,no,manual_review_priority_high,Algorithmic suggestion only; manually validate before production.
SVC0130,Siam Transport,BRTA_A_424_NO,A-424 No.,Signboard to Dhaur,Signboard,Dhaur,6,0.2,0.4,0.3,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0131,Skyline,BRTA_A_380_NO,A-380 No.,Signboard to Fantasy Kingdom,Signboard,Fantasy Kingdom,9,0.281,0.5,0.391,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0132,Super,BRTA_A_429_NO,A-429 No.,Savar to Signboard,Savar,Signboard,6,0.857,0.429,0.643,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0133,Supravat,BRTA_A_430_NO,A-430 No.,Bhawal Vita (South Keraniganj) to Diabari,Bhawal Vita (South Keraniganj),Diabari,10,0.323,0.526,0.424,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0134,Swajan Paribahan,BRTA_A_429_NO,A-429 No.,Savar to Signboard,Savar,Signboard,9,0.391,0.643,0.517,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0135,Talukdar,BRTA_A_421_NO,A-421 No.,Signboard to Nabinagar,Signboard,Nabinagar,9,0.281,0.643,0.462,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0136,Tanjil Paribahan,BRTA_A_114_NO,A-114 No.,Mirpur (Zoo) to Sayedabad,Zoo,Sayedabad,10,0.455,0.667,0.561,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0137,Taranga Plus,BRTA_A_157_NO,A-157 No.,Bonoshri to Mohammadpur,Bonoshri,Mohammadpur (Asad Avenue),5,0.25,0.714,0.482,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0138,Tetulia,BRTA_A_301_NO,A-301 No.,Japan Garden City to Dhaur,Japan Garden City,Dhaur,6,0.261,0.6,0.43,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0139,Thikana,BRTA_A_441_NO,A-441 No.,Nandan Park to Narayanganj Chasara,Nandan Park,Narayanganj Chasara,9,0.281,0.818,0.55,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0140,Thikana Express,BRTA_A_441_NO,A-441 No.,Nandan Park to Narayanganj Chasara,Nandan Park,Narayanganj Chasara,8,0.229,0.727,0.478,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0141,Titas,BRTA_A_307_NO,A-307 No.,Mirpur-14 to EPZ,Mirpur-14,EPZ,3,0.6,0.375,0.487,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0142,Transilva,BRTA_A_115_NO,A-115 No.,Mirpur-1 (Boishakhi Super Market) to Jatrabari,Mirpur-1,Jatrabari,11,0.478,0.733,0.606,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0143,Trust Transport Services,BRTA_A_333_NO,A-333 No.,Mirpur-14 to Nandan Park,Mirpur-14,Nandan Park,3,0.5,0.375,0.438,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0144,Trust Transport Services,BRTA_A_327_NO,A-327 No.,Mirpur-14 to Motijheel,Mirpur-14,Motijheel,5,0.455,0.714,0.584,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0145,Trust Transport Services,BRTA_A_280_NO,A-280 No.,Mirpur DOHS to Motijheel,Mirpur DOHS,Motijheel,5,0.294,0.556,0.425,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0146,Trust Transport Services,BRTA_A_280_NO,A-280 No.,Mirpur DOHS to Motijheel,Mirpur DOHS,Motijheel,3,0.3,0.333,0.317,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0147,Victor Classic,BRTA_A_430_NO,A-430 No.,Bhawal Vita (South Keraniganj) to Diabari,Bhawal Vita (South Keraniganj),Diabari,10,0.333,0.526,0.43,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0148,Victor Paribahan,BRTA_A_430_NO,A-430 No.,Bhawal Vita (South Keraniganj) to Diabari,Bhawal Vita (South Keraniganj),Diabari,6,0.261,0.316,0.288,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0149,VIP 27,BRTA_A_341_NO,A-341 No.,Azimpur to Dhaur,Azimpur,Dhaur,5,0.227,0.625,0.426,low,no,manual_review_priority_low,Algorithmic suggestion only; manually validate before production.
SVC0150,Welcome,BRTA_A_429_NO,A-429 No.,Savar to Signboard,Savar,Signboard,10,0.4,0.714,0.557,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0151,Winner,BRTA_A_355_NO,A-355 No.,Kuril Biswa Road to Azimpur,Kuril Biswa Road,Azimpur,7,0.292,0.7,0.496,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0152,4 No. Alike Dhaka,BRTA_A_280_NO,A-280 No.,Mirpur DOHS to Motijheel,Mirpur DOHS,Motijheel,5,0.357,0.556,0.456,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0153,6 No. Dhaka,BRTA_A_142_NO,A-142 No.,Pirjangi Mazar to Natun Bazar,Pirjangi Mazar,Natun Bazar,8,0.444,0.571,0.508,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0154,6 No. Motijheel Banani Transport Dhaka,BRTA_A_142_NO,A-142 No.,Pirjangi Mazar to Natun Bazar,Pirjangi Mazar,Natun Bazar,8,0.444,0.571,0.508,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0155,7 No. Dhaka,BRTA_A_115_NO,A-115 No.,Mirpur-1 (Boishakhi Super Market) to Jatrabari,Mirpur-1,Jatrabari,10,0.455,0.667,0.561,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
SVC0156,8 No. Dhaka,BRTA_A_114_NO,A-114 No.,Mirpur (Zoo) to Sayedabad,Zoo,Sayedabad,9,0.429,0.6,0.514,medium,no,manual_review_priority_medium,Algorithmic suggestion only; manually validate before production.
